,url,title
AOS Lesson 1: Intro to AOS,https://www.youtube.com/watch?v=GTObrKKbRww,Introduction - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=dCQEeUia9UI,Background Material - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=XzUVj3cPhxM,Which is an OS Quiz - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=JwBLFXOhNKE,Which is an OS Quiz Solution - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=1eKBaTxZ07Q,The Hierarchy - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=Ccv9RgP6OJI,Which is Not an Abstraction Quiz - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=odxHEwqpGWI,Which is Not an Abstraction Quiz Solution - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=J1Q6nFvda1s,Digging Deeper Into the Power of Abstractions - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=2Yvgph2Yo2c,Name the Abstractions Quiz - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=MQtXYUOIFy0,Name the Abstractions Quiz Solution - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=Kf9bCdTAafo,Google Earth - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=EpiKTuopxIE,Conclusion - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=zZM3095mPQU,Introduction - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=TbiQCFteAPE,Hardware Continuum Quiz - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=abbmT9CR2q4,Hardware Continuum Quiz Solution - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=_hunEF_HNmA,Hardware Resources in a Computer System - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=gXwpdYGChOs,Organization With I O Bus - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=QYwFW7rMyvY,The Specifics - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=1tk2c2DRGz8,Conclusion - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=4qOJayVmEOU,Introduction - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=OiwAQgCwDYU,OS Functionalities Quiz - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=fLv1H938iYE,OS Functionalities Quiz Solution - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=uXp3xLKLjH8,What is an OS - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=l22ZwiVhJIw,A Few Examples - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=FlDjkvROxfI,Mouse Click Quiz - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=Ak9x2eLOdm8,Mouse Click Quiz Solution - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=278DNcR-NUE,What Happens When You Click Your Mouse - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=A8UFqyr8yIA,Introduction - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=ez5wa4HBQuM,How is it Possible Quiz - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=tfBd2zeM9pc,How is it Possible Quiz Solution - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=iTAJXFnz8ik,Catering to Resource Requirements - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=eIDPlwiaYnc,Precious Resources Quiz - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=jwRYO03pPTc,Precious Resources Quiz Solution - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=PcB4yG-Szp8,The Modern OS - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=H2PAkWZQh-Q,Processor Related OS Abstractions - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=O3EyzlZxx3g,Difference Between Process and Thread - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=UVW1FcTj904,Memory Related OS Abstraction - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=GeVo6m2C6Q4,Conclusion - Georgia Tech - Advanced Operating Systems
AOS Lesson 2: OS Structures,https://www.youtube.com/watch?v=rjwItNESGjQ,Introduction - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=tNv8-s0vCm4,OS System Services Quiz - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=1kBn-tNJ4e8,OS System Services Quiz Solution - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=F0BjBqUNyY8,OS Structure - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=WhrQtDGMQwY,Importance of OS Structure Quiz - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=A8qVe852h0Y,Importance of OS Structure Quiz Solution - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=-eAFeR5wfd4,Goals of OS Structure - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=qKVio2xRR3Y,Commercial OS - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=SBC_GSFlR34,Monolithic Structure - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=EYA8TsorQRI,DOS-like Structure - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=yPpANA215o8,DOS like Structure Pros and Cons Quiz - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=yAIAsIgYFUo,DOS like Structure Pros and Cons Quiz Solution - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=3UqZN_add88,DOS-like Structure (cont) - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=hRlAqEcAI9o,Loss of Protection in DOS like Structure - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=OVZulm2nHcE,Opportunities for Customization - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=OJ0STjjqiNo,Microkernel based OS Structure - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=PFxm5wf0K2s,Downside to Microkernel - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=gcdBIUIQsQ0,Why Performance Loss - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=-yQhLW9vW1k,Features of Various OS Quiz - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=NyngRVxfXfY,Features of Various OS Quiz Solution - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=iFofG9NLe0s,What do we Want - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=1CcKqyhRrnM,Introduction - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=TT88Ysdrwsg,What are we Shooting for in OS Structure - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=W7eJ_K_pEHg,Approaches to Extensibility - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=u2CAmeo50ss,Logical Protection Domains - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=_nMwq-3F9iY,Pointers Quiz - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=zW8tPiFtkco,Pointers Quiz Solution - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=TLdcySzNQLM,Spin Mechanisms for Protection Domains - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=87JMVsevmmA,Customized OS With Spin - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=8gyovY1R_fA,Example Extensions - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=YHp0Oy_p-Yw,Border Crossings Quiz - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=6Q4AjM_W5Xw,Border Crossings Quiz Solution - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=ziqbbhA7tEQ,Spin Mechanisms for Events - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=KOAGm5DfDxw,Default Core Services in Spin - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=RhBS9gUbteM,Default Core Service in Spin (cont) - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=2VTDODZy0Gc,Conclusion - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=c7dYJvsT018,Exokernel Approach to Extensibility - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=hra4LX_xInk,Examples of Candidate Resources - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=YmhHKWSe-GA,Implementing Secure Bindings - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=4lb94N7U_Qw,Exokernel vs Spin Quiz - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=MXw4i_-C0EU,Exokernel vs Spin Quiz Solution - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=YNOFDc1mItc,Default Core Services in Exokernel - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=dTnYwWL1ymw,Secure Binding - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=iOHilSO9NzM,Memory Management  Using S TLB - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=BBDofKHNPZM,Default Core Services in Exokernel (cont) - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=t9Wt5R61J6Q,Revocation of Resources - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=MkYPlvc331Y,Code Usage by Exokernel Quiz - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=hGFuIqzwuLM,Code Usage by Exokernel Quiz Solution - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=0MB3fCvd6u4,Putting it all Together - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=Zg7KayZB-GM,Exokernel Data Structures - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=MVIbgLUUWtk,Performance Results of Spin and Exokernel - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=sVKDg2ieLnI,Introduction - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=Z5BkXXEQLQg,Microkernel-Based OS Structure - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=mAY08vYiuuA,Potentials for Performance Loss - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=m-CbBLQeERQ,L3 Microkernel - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=ZMOXUVX9U_E,Strikes Against Microkernel - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=n7mbuTHBD24,Debunking User Kernel Border Crossing Myth - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=3G5rywxyzhQ,Cycles Quiz - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=R-y0nXsBaTo,Cycles Quiz Solution - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=u2Z936p0fBI,Address Space Switches - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=67i62QNWYl8,Address Space Switches With As Tagged TLB - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=N8KUQNW8zqI,Liedke's Suggestions for Avoiding TLB Flush - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=5JLPuzWqG5g,Large Protection Domains - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=ikVvsvwSkpg,Upshot for Address Space Switching - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=SUQOcGVGnio,Thread Switches and IPC - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=gNUDO5Hn160,Memory Effects - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=aCRacennklg,Reasons for Mach's Expensive Border Crossing - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=nfLb_qQg0ac,Thesis of L3 for OS Structuring - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=GavR7iFj6yY,Conclusion - Georgia Tech - Advanced Operating Systems
AOS Lesson 3: Virtualization,https://www.youtube.com/watch?v=gAuYI7TiXgo,Introduction - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=CovACwT5fMg,Virtualization Quiz - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=vtjMgvSLqtY,Virtualization Quiz Solution - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=clxKdltzFXU,Platform Virtualization - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=mm9Xam0DjJQ,Utility Computing - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=Q0XyphhfJXE,Hypervisors - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=lBTXJ52639g,Connecting the Dots - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=CLR0pq9dy4g,Full Virtualization - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=1PYNcmZTjiE,Para Virtualization - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=33U3_wAeSwQ,Modification of Guest OS Code Quiz - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=lnhFag1x7G4,Modification of Guest OS Code Quiz Solution - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=uoTPmCUfedU,Para Virtualization (cont) - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=0T4nRx69b8E,Big Picture - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=Bq0qVZtd84w,Introduction - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=-y9J78wSJHY,Memory Hierarchy - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=6ufgN--7Xp0,Memory Subsystem Recall - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=O9pA4A8lt48,Memory Management and Hypervisor - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=xxrxgombEYg,Memory Manager Zoomed Out - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=i9kU_gL7q7o,Zooming Back In - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=Zvjg7AtgWPE,Who Keeps PPN MPN Mapping Quiz - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=y_RU26seNiQ,Who Keeps PPN MPN Mapping Quiz Solution - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=JpWS0Jg09QM,Shadow Page Table - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=1PoKv5Syvwk,Efficient Mapping (Full Virtualization) - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=BDdR5vzoPHg,Efficient Mapping (Para Virtualization) - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=2eRVhfVJgms,Dynamically Increasing Memory - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=mxproh2qaU8,Ballooning - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=eK5vPJ3AdME,Sharing Memory Across Virtual Machines - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=drrx9FOLHNo,VM Oblivious Page Sharing - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=kaQGdNCZDXs,Successful Match - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=22Zx3Zxp-Qg,Memory Allocation Policies - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=sauD7TzJM0U,Introduction - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=ReUbbY13dvw,CPU Virtualization - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=MLq3tXiLsA8,Second Part (Common to Full and Para) - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=XbMR5v9IVHY,Device Virtualization Intro - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=-6f0ADBuPlU,Device Virtualization - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=9Xe3k6gsqBU,Control Transfer - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=JUMofGHamOw,Data Transfer - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=1ltIyoMcjlE,Control and Data Transfer in Action - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=fhwofQoM3s4,Disk I O Virtualization - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=QtoORooQ9qY,Measuring Time - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=TkRTYede9_Y,Xen and Guests - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=YeTL3TBkH8Y,Conclusion - Georgia Tech - Advanced Operating Systems
AOS Lesson 4: Parallel Systems,https://www.youtube.com/watch?v=ejv9OTfF1qI,Shared Memory Machine Model - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=VO48QBCkvNI,Shared Memory and Caches - Georgia Tech - Advanced Operating Systems
,,Processes Quiz - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=aPJWMC_OZVg,Processes Quiz Solution - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=EWTNNm_s8MM,Memory Consistency Model - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=IlXs3NF3fE8,Memory Consistency and Cache Coherence - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=wpqmLuzWdqI,Hardware Cache Coherence - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=Sl_fY-6XHSM,Scalability - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=QEao9BQCMIQ,Lesson Summary - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=ErQfpFEll3Q,Synchronization Primitives - Georgia Tech - Advanced Operating Systems
,,Programmer's Intent Quiz - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=ez3YpZsmmvE,Programmer's Intent Quiz Solution - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=fxdJZCe8D-g,Programmer's Intent Explanation - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=Bh-V04jRwpo,Atomic Operations - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=6226FBi6448,Scalability Issues With Synchronization - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=60rpj2ZCqwE,Native Spinlock - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=AEmd9llov2c,Problems With Native Spinlock Quiz - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=D6KCAgMi1K8,Problems With Native Spinlock Quiz Solution - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=Lo2Lneqd27k,Caching Spinlock - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=KlRkAdQKjnE,Spinlocks With Delay - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=r8eNGLY26T0,Ticket Lock - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=4mKAekEqYdQ,Spinlock Summary - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=yKsH-QGtXPU,Array Based Queueing Lock - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=W6rrkR2v2G8,Array Based Queueing Lock (cont) - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=ur9vyAbYb2Q,Array Based Queueing Lock (cont) - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=R-xJmv2cp5Q,Link Based Queueing Lock - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=SJ3Ys9n2dgM,Link Based Queueing Lock (cont) - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=tbVs1JR0Nf0,Link Based Queueing Lock (cont) - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=o87PPY3MSvg,Link Based Queueing Lock (cont) - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=SXUJ40PtcRo,Link Based Queueing Lock (cont) - Georgia Tech - Advanced Operating Systems
,https://www.youtube.com/watch?v=Da5xO_eQ-Qg,Link Based Queueing Lock (cont) - Georgia Tech - Advanced Operating Systems
